id,city,city_tier,age_group,fd_amount_l,fd_count,days_left,last_login_days,n_signals,has_early_withdrawal,has_no_login,has_competitor_browse,has_safety_check,has_support_ticket,has_rate_compare,has_mf_browse,has_stocks_search,persona,outcome,risk_score,urgency
2893,Allahabad,3,senior,1.15,2,6,9,3,1,0,0,1,0,1,0,0,Exiter,Churn,45,45
2894,Kolkata,1,senior,0.89,3,16,10,1,0,0,0,0,0,1,0,0,Protector,Renew,6,2
2895,Hyderabad,1,senior,9.32,1,2,6,2,1,0,0,0,0,0,1,0,Exiter,Churn,43,39
2896,Chennai,1,senior,5.82,2,1,12,2,1,0,0,0,0,1,0,0,Exiter,Churn,52,51
2897,Vadodara,2,young,6.62,1,7,22,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,28,29
2898,Delhi,1,young,1.19,1,2,1,2,1,0,0,0,0,1,0,0,Exiter,Withdraw,54,52
2899,Bengaluru,1,senior,4.27,2,8,1,4,1,0,0,1,0,1,1,0,Optimizer,Upgrade,31,26
2900,Mumbai,1,young,7.56,4,12,45,3,0,1,0,1,0,1,0,0,Exiter,Churn,51,56
2901,Varanasi,3,mid,1.0,3,17,27,3,1,0,1,1,0,0,0,0,Exiter,Withdraw,51,51
2902,Pune,1,senior,2.58,1,13,8,2,0,0,0,1,0,1,0,0,Protector,Upgrade,19,19
2903,Agra,3,senior,2.6,3,26,54,2,0,1,0,0,0,0,0,1,Exiter,Withdraw,27,27
2904,Pune,1,mid,7.93,1,3,6,3,0,0,0,1,1,1,0,0,Protector,Withdraw,41,38
2905,Trivandrum,3,mid,0.72,1,20,2,0,0,0,0,0,0,0,0,0,Protector,Upgrade,8,6
2906,Nagpur,2,senior,2.1,1,19,53,2,0,1,0,0,0,1,0,0,Exiter,Churn,46,48
2907,Kolkata,1,mid,7.56,5,1,20,2,0,0,0,0,1,1,0,0,Anxious Saver,Churn,43,45
2908,Patna,3,senior,2.2,1,14,58,1,0,1,0,0,0,0,0,0,Exiter,Churn,40,38
2909,Kolkata,1,senior,3.27,1,1,55,3,0,1,0,1,0,1,0,0,Exiter,Churn,61,59
2910,Delhi,1,mid,6.74,1,13,5,0,0,0,0,0,0,0,0,0,Protector,Renew,6,1
2911,Indore,2,senior,5.34,2,27,3,2,0,0,0,1,0,1,0,0,Protector,Renew,6,7
2912,Pune,1,mid,3.75,1,27,4,2,0,0,0,0,0,1,0,1,Optimizer,Upgrade,11,13
2913,Vadodara,2,young,2.09,2,7,2,1,0,0,0,0,0,1,0,0,Optimizer,Withdraw,20,19
2914,Allahabad,3,mid,1.68,2,8,1,1,0,0,0,0,0,1,0,0,Protector,Renew,17,18
2915,Kolkata,1,mid,2.39,1,21,1,2,0,0,0,0,1,1,0,0,Anxious Saver,Withdraw,25,23
2916,Indore,2,mid,10.8,2,18,27,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,30,26
2917,Kolkata,1,senior,5.21,1,7,8,4,1,0,1,1,0,0,1,0,Exiter,Churn,62,59
2918,Ahmedabad,1,mid,5.86,1,16,4,4,0,0,1,1,1,1,0,0,Protector,Renew,40,44
2919,Hyderabad,1,mid,1.61,1,12,12,0,0,0,0,0,0,0,0,0,Protector,Withdraw,2,0
2920,Delhi,1,mid,3.55,1,15,20,0,0,0,0,0,0,0,0,0,Anxious Saver,Churn,8,7
2921,Kochi,2,mid,4.01,2,19,2,4,1,0,0,1,1,1,0,0,Anxious Saver,Withdraw,42,41
2922,Kochi,2,young,2.15,1,27,15,3,0,0,0,1,0,0,1,1,Optimizer,Upgrade,1,0
2923,Bengaluru,1,mid,0.99,1,17,18,1,0,0,0,1,0,0,0,0,Protector,Renew,5,2
2924,Allahabad,3,young,0.74,1,13,34,4,1,1,0,0,1,0,1,0,Exiter,Withdraw,70,72
2925,Mumbai,1,mid,2.46,1,13,4,2,0,0,1,1,0,0,0,0,Protector,Renew,32,27
2926,Bengaluru,1,mid,4.01,2,30,7,1,0,0,0,1,0,0,0,0,Protector,Renew,4,0
2927,Chennai,1,mid,10.3,1,29,9,3,1,0,0,0,0,1,1,0,Optimizer,Renew,29,29
2928,Pune,1,mid,11.1,1,8,48,4,0,1,1,1,0,0,1,0,Exiter,Churn,57,58
2929,Pune,1,mid,3.37,2,14,2,3,0,0,0,1,1,0,1,0,Protector,Renew,14,11
2930,Trivandrum,3,senior,1.79,4,29,12,1,0,0,0,0,1,0,0,0,Anxious Saver,Churn,14,15
2931,Hyderabad,1,mid,6.84,2,11,5,3,1,0,1,1,0,0,0,0,Exiter,Churn,57,56
2932,Nagpur,2,mid,1.17,2,5,6,3,1,0,0,1,1,0,0,0,Anxious Saver,Withdraw,57,58
2933,Indore,2,mid,5.75,1,16,8,3,0,0,0,1,1,0,0,1,Protector,Renew,12,1
2934,Varanasi,3,young,0.57,2,18,5,1,1,0,0,0,0,0,0,0,Exiter,Churn,21,23
2935,Mumbai,1,mid,2.49,2,2,5,4,1,0,0,1,1,1,0,0,Anxious Saver,Renew,62,59
2936,Pune,1,mid,5.18,1,8,2,2,0,0,1,1,0,0,0,0,Protector,Renew,30,27
2937,Chennai,1,mid,1.82,4,4,12,3,1,0,0,1,1,0,0,0,Anxious Saver,Withdraw,53,51
2938,Mumbai,1,young,6.74,5,12,12,4,0,0,0,1,0,1,1,1,Optimizer,Upgrade,11,13
2939,Patna,3,senior,3.49,4,8,21,3,0,0,0,1,0,1,0,1,Optimizer,Upgrade,24,22
2940,Vadodara,2,senior,2.63,2,10,25,1,0,0,0,0,0,1,0,0,Exiter,Withdraw,21,21
2941,Indore,2,mid,4.1,3,21,1,3,1,0,0,0,0,0,1,1,Optimizer,Withdraw,21,22
2942,Nagpur,2,young,3.89,1,11,1,4,1,0,1,0,0,1,1,0,Optimizer,Renew,47,47
2943,Ahmedabad,1,mid,3.81,2,17,2,1,0,0,0,1,0,0,0,0,Protector,Renew,1,6
2944,Pune,1,senior,2.87,3,4,4,4,1,0,1,1,0,0,0,1,Exiter,Churn,57,54
2945,Jaipur,2,mid,1.45,2,6,29,1,0,0,0,0,0,0,1,0,Exiter,Churn,16,14
2946,Allahabad,3,mid,2.24,2,24,10,1,0,0,1,0,0,0,0,0,Protector,Withdraw,18,22
2947,Trivandrum,3,senior,2.36,1,13,1,2,1,0,0,0,0,1,0,0,Optimizer,Upgrade,31,25
2948,Jaipur,2,mid,4.6,4,11,10,2,0,0,0,0,1,1,0,0,Protector,Renew,20,18
2949,Kochi,2,young,1.62,1,12,30,1,0,0,0,1,0,0,0,0,Protector,Renew,14,12
2950,Allahabad,3,senior,2.56,2,1,19,1,0,0,0,0,1,0,0,0,Anxious Saver,Withdraw,41,38
2951,Hyderabad,1,senior,2.38,3,15,2,2,0,0,0,0,1,0,1,0,Optimizer,Upgrade,6,5
2952,Kolkata,1,young,2.4,3,6,1,3,1,0,1,1,0,0,0,0,Exiter,Churn,61,59
2953,Chennai,1,mid,4.5,1,19,2,0,0,0,0,0,0,0,0,0,Protector,Upgrade,9,13
2954,Chennai,1,senior,0.77,2,8,4,4,1,0,0,1,1,1,0,0,Anxious Saver,Withdraw,54,55
2955,Chennai,1,senior,3.79,1,28,2,3,1,0,0,1,0,0,0,1,Anxious Saver,Withdraw,32,32
2956,Kochi,2,senior,3.71,2,7,9,3,1,0,1,0,0,1,0,0,Exiter,Withdraw,63,61
2957,Ahmedabad,1,mid,8.25,1,29,3,2,0,0,0,1,0,0,1,0,Protector,Renew,0,1
2958,Ahmedabad,1,mid,7.82,2,3,53,5,1,1,1,1,0,0,0,1,Exiter,Withdraw,98,98
2959,Patna,3,mid,2.76,3,10,10,4,1,0,1,1,0,1,0,0,Exiter,Withdraw,64,60
2960,Vadodara,2,young,5.3,1,25,11,4,1,0,0,1,0,1,1,0,Optimizer,Upgrade,29,26
2961,Delhi,1,mid,2.33,4,17,5,0,0,0,0,0,0,0,0,0,Protector,Renew,0,1
2962,Coimbatore,2,mid,3.53,1,20,7,1,0,0,1,0,0,0,0,0,Exiter,Churn,18,21
2963,Chandigarh,2,senior,4.57,1,6,48,4,0,1,0,1,0,1,0,1,Exiter,Churn,57,54
2964,Delhi,1,young,7.52,2,1,16,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,47,45
2965,Vadodara,2,mid,2.22,2,20,2,1,0,0,0,1,0,0,0,0,Protector,Withdraw,0,2
2966,Ahmedabad,1,young,2.49,3,18,5,2,0,0,0,1,0,0,1,0,Protector,Renew,8,11
2967,Trivandrum,3,mid,1.83,2,22,42,4,0,1,0,1,0,1,1,0,Optimizer,Upgrade,35,39
2968,Pune,1,mid,4.77,1,11,9,3,1,0,0,1,1,0,0,0,Anxious Saver,Churn,52,55
2969,Ahmedabad,1,senior,1.74,1,24,6,1,0,0,0,1,0,0,0,0,Protector,Renew,7,14
2970,Hyderabad,1,mid,2.05,2,16,17,0,0,0,0,0,0,0,0,0,Protector,Renew,8,6
2971,Lucknow,2,mid,4.88,1,25,2,2,0,0,0,1,0,1,0,0,Protector,Renew,14,12
2972,Coimbatore,2,young,3.01,3,27,5,2,1,0,0,1,0,0,0,0,Anxious Saver,Withdraw,32,31
2973,Pune,1,young,2.29,1,5,6,0,0,0,0,0,0,0,0,0,Protector,Withdraw,6,7
2974,Chennai,1,mid,2.88,1,18,4,1,0,0,0,1,0,0,0,0,Protector,Withdraw,9,10
2975,Kolkata,1,mid,4.95,2,29,55,3,1,1,0,1,0,0,0,0,Exiter,Withdraw,62,54
2976,Jaipur,2,mid,1.08,2,9,19,0,0,0,0,0,0,0,0,0,Protector,Upgrade,22,18
2977,Trivandrum,3,mid,1.86,3,2,1,2,1,0,0,1,0,0,0,0,Exiter,Churn,46,48
2978,Jaipur,2,young,0.82,2,29,22,2,0,0,1,1,0,0,0,0,Exiter,Churn,24,20
2979,Delhi,1,mid,8.66,1,18,49,3,0,1,1,1,0,0,0,0,Exiter,Churn,52,51
2980,Ahmedabad,1,young,2.39,3,26,3,3,0,0,0,1,1,1,0,0,Anxious Saver,Withdraw,25,22
2981,Pune,1,senior,5.03,1,2,52,4,0,1,0,1,1,1,0,0,Anxious Saver,Churn,79,77
2982,Pune,1,mid,3.52,2,12,2,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,8,11
2983,Hyderabad,1,senior,13.12,2,25,16,3,1,0,1,1,0,0,0,0,Exiter,Withdraw,46,46
2984,Allahabad,3,mid,0.67,3,1,17,4,0,0,1,1,0,1,1,0,Optimizer,Upgrade,53,49
2985,Mumbai,1,senior,6.7,1,2,2,2,0,0,0,1,0,0,0,1,Protector,Renew,24,27
2986,Pune,1,mid,5.71,3,10,14,2,1,0,0,0,0,0,1,0,Exiter,Churn,25,28
2987,Coimbatore,2,young,1.02,5,19,5,3,1,0,0,1,0,0,1,0,Anxious Saver,Withdraw,17,11
2988,Hyderabad,1,mid,9.41,1,5,7,4,1,0,0,1,0,1,1,0,Exiter,Churn,48,48
2989,Kolkata,1,senior,4.84,1,18,7,2,0,0,0,1,0,1,0,0,Protector,Renew,9,10
2990,Delhi,1,mid,8.18,2,22,3,2,0,0,1,1,0,0,0,0,Protector,Renew,25,23
2991,Delhi,1,senior,1.71,1,30,13,1,0,0,0,0,0,1,0,0,Protector,Renew,5,10
2992,Bengaluru,1,mid,3.29,2,1,55,2,1,1,0,0,0,0,0,0,Exiter,Churn,81,81
2993,Ahmedabad,1,young,4.77,1,12,8,0,0,0,0,0,0,0,0,0,Protector,Upgrade,5,7
2994,Chandigarh,2,mid,4.3,2,25,11,2,0,0,0,1,0,1,0,0,Protector,Renew,10,10
2995,Varanasi,3,mid,1.74,1,17,1,1,0,0,0,1,0,0,0,0,Protector,Renew,7,9
2996,Jaipur,2,young,3.39,2,16,1,2,1,0,0,1,0,0,0,0,Protector,Renew,31,28
2997,Jaipur,2,mid,2.21,1,4,20,3,1,0,0,1,1,0,0,0,Anxious Saver,Withdraw,62,65
2998,Mumbai,1,mid,5.3,2,11,12,2,1,0,0,1,0,0,0,0,Protector,Renew,32,30
2999,Indore,2,senior,1.21,2,22,7,1,0,0,0,1,0,0,0,0,Protector,Withdraw,0,1
3000,Nagpur,2,senior,3.51,1,18,11,2,1,0,0,1,0,0,0,0,Anxious Saver,Withdraw,25,25
3001,Trivandrum,3,mid,1.98,1,25,14,3,1,0,0,1,0,0,1,0,Anxious Saver,Churn,26,23
3002,Delhi,1,mid,5.5,1,22,31,1,0,0,0,1,0,0,0,0,Protector,Renew,16,13
3003,Kolkata,1,young,1.01,2,5,1,1,0,0,0,0,0,0,0,1,Protector,Renew,13,9
3004,Delhi,1,mid,2.2,2,30,2,1,0,0,0,1,0,0,0,0,Protector,Renew,0,0
3005,Surat,3,senior,1.27,3,8,26,4,1,1,1,0,0,0,0,1,Exiter,Withdraw,76,83
3006,Mumbai,1,senior,18.31,4,17,11,1,0,0,0,0,0,1,0,0,Protector,Renew,8,8
3007,Nagpur,2,senior,6.21,1,29,8,3,1,0,1,0,0,1,0,0,Exiter,Churn,49,47
3008,Chennai,1,young,3.25,1,25,2,2,0,0,0,1,0,0,0,1,Protector,Renew,0,2
3009,Kolkata,1,mid,5.11,2,10,8,1,0,0,0,1,0,0,0,0,Protector,Upgrade,14,11
3010,Indore,2,senior,3.04,1,16,6,2,0,0,0,1,0,0,0,1,Protector,Upgrade,2,0
3011,Nagpur,2,young,3.74,1,28,17,2,0,0,0,1,0,0,0,1,Protector,Renew,10,6
3012,Lucknow,2,senior,1.12,1,3,3,2,1,0,0,0,0,0,0,1,Exiter,Churn,39,36
3013,Nagpur,2,mid,1.75,2,19,27,1,0,1,0,0,0,0,0,0,Exiter,Withdraw,24,26
3014,Ahmedabad,1,mid,10.9,2,25,10,2,0,0,0,1,0,1,0,0,Protector,Renew,15,20
3015,Bengaluru,1,young,5.51,1,29,18,1,0,0,0,1,0,0,0,0,Protector,Renew,13,12
3016,Kolkata,1,mid,1.41,1,29,8,0,0,0,0,0,0,0,0,0,Protector,Withdraw,0,3
3017,Patna,3,senior,1.06,2,26,3,1,0,0,0,1,0,0,0,0,Protector,Renew,15,16
3018,Indore,2,mid,1.64,1,22,46,2,0,1,0,0,0,1,0,0,Exiter,Withdraw,37,34
3019,Kolkata,1,senior,3.72,4,19,6,1,0,0,0,1,0,0,0,0,Protector,Renew,5,1
3020,Pune,1,senior,4.27,2,19,54,1,0,1,0,0,0,0,0,0,Exiter,Churn,27,21
3021,Kolkata,1,senior,0.98,2,18,1,2,0,0,0,1,0,1,0,0,Protector,Renew,9,12
3022,Delhi,1,young,4.82,3,8,5,5,1,0,0,1,1,1,0,1,Anxious Saver,Withdraw,55,50
3023,Lucknow,2,mid,5.98,3,4,15,2,0,0,1,1,0,0,0,0,Protector,Upgrade,35,32
3024,Ahmedabad,1,mid,3.32,1,7,56,2,0,1,0,1,0,0,0,0,Exiter,Churn,50,48
3025,Mumbai,1,young,3.62,2,15,56,2,0,1,0,0,0,0,1,0,Exiter,Churn,33,30
3026,Pune,1,mid,1.33,4,12,8,4,0,0,1,1,0,1,0,1,Protector,Withdraw,36,31
3027,Jaipur,2,young,3.0,3,21,41,3,0,1,1,1,0,0,0,0,Exiter,Churn,56,59
3028,Pune,1,senior,3.73,5,9,14,2,0,0,0,1,0,0,0,1,Protector,Renew,5,8
3029,Lucknow,2,mid,1.89,3,13,10,2,0,0,0,0,1,0,0,1,Protector,Renew,21,16
3030,Pune,1,young,4.76,1,5,6,2,1,0,0,1,0,0,0,0,Exiter,Withdraw,37,35
3031,Mumbai,1,mid,3.05,1,15,5,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,24,25
3032,Nagpur,2,mid,2.59,2,12,46,1,1,0,0,0,0,0,0,0,Exiter,Churn,41,41
3033,Varanasi,3,mid,0.91,2,30,4,0,0,0,0,0,0,0,0,0,Protector,Upgrade,0,0
3034,Nagpur,2,mid,3.92,3,29,5,4,0,0,1,0,1,1,0,1,Optimizer,Upgrade,35,39
3035,Jaipur,2,senior,1.19,2,25,3,3,1,0,0,1,0,1,0,0,Optimizer,Upgrade,36,34
3036,Coimbatore,2,mid,2.73,1,29,46,2,0,1,0,1,0,0,0,0,Exiter,Withdraw,35,32
3037,Ahmedabad,1,mid,3.53,1,23,1,4,1,0,0,0,1,1,0,1,Optimizer,Upgrade,39,38
3038,Chandigarh,2,senior,1.2,2,16,25,1,0,0,0,1,0,0,0,0,Protector,Renew,10,11
3039,Varanasi,3,senior,3.05,1,29,2,2,1,0,0,1,0,0,0,0,Protector,Withdraw,36,34
3040,Hyderabad,1,young,5.64,2,1,19,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,57,57
3041,Ahmedabad,1,mid,5.39,2,3,1,2,0,0,0,1,0,1,0,0,Protector,Withdraw,26,23
3042,Mumbai,1,mid,8.08,3,20,1,0,0,0,0,0,0,0,0,0,Protector,Withdraw,1,0
3043,Delhi,1,mid,1.91,3,26,14,0,0,0,0,0,0,0,0,0,Protector,Upgrade,0,0
3044,Chandigarh,2,mid,2.92,2,14,43,1,0,1,0,0,0,0,0,0,Exiter,Churn,43,42
3045,Pune,1,mid,11.63,1,5,25,2,0,1,0,0,1,0,0,0,Exiter,Churn,58,59
3046,Delhi,1,young,2.29,2,26,9,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
3047,Indore,2,young,6.49,1,30,31,1,0,0,0,1,0,0,0,0,Protector,Renew,10,6
3048,Varanasi,3,mid,1.28,1,13,6,3,0,0,0,1,1,0,0,1,Protector,Renew,21,23
3049,Delhi,1,senior,5.82,2,27,5,1,0,0,0,1,0,0,0,0,Protector,Renew,3,4
3050,Kolkata,1,mid,3.14,2,21,10,4,1,0,0,0,1,1,0,1,Optimizer,Withdraw,38,39
3051,Kolkata,1,senior,12.1,2,20,57,4,1,1,0,1,0,1,0,0,Exiter,Churn,76,77
3052,Chennai,1,mid,4.08,2,16,1,3,1,0,0,1,0,0,1,0,Optimizer,Upgrade,24,26
3053,Lucknow,2,mid,1.57,1,16,3,5,1,0,0,1,1,1,1,0,Optimizer,Renew,49,41
3054,Patna,3,mid,1.83,2,15,11,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
3055,Allahabad,3,young,2.06,3,27,4,2,1,0,0,0,0,1,0,0,Exiter,Churn,27,27
3056,Bengaluru,1,mid,11.27,3,12,33,4,0,1,0,1,0,1,0,1,Exiter,Withdraw,47,47
3057,Delhi,1,mid,6.94,1,4,8,3,1,0,0,1,0,0,0,1,Exiter,Churn,38,39
3058,Nagpur,2,senior,4.82,2,13,6,3,1,0,0,1,0,0,0,1,Protector,Renew,35,35
3059,Hyderabad,1,young,2.86,4,2,6,1,0,0,0,1,0,0,0,0,Protector,Upgrade,17,13
3060,Patna,3,senior,1.26,3,5,6,3,0,0,0,1,1,0,0,1,Protector,Renew,20,22
3061,Pune,1,mid,12.41,1,18,3,2,0,0,0,1,0,1,0,0,Protector,Renew,12,12
3062,Vadodara,2,mid,2.35,1,4,7,1,0,0,0,1,0,0,0,0,Protector,Upgrade,29,30
3063,Hyderabad,1,young,3.99,1,25,1,2,1,0,0,0,0,1,0,0,Optimizer,Upgrade,39,38
3064,Bhopal,3,senior,5.05,3,15,4,1,0,0,0,1,0,0,0,0,Protector,Renew,4,4
3065,Pune,1,mid,3.69,3,5,2,2,1,0,0,0,0,1,0,0,Exiter,Churn,41,40
3066,Patna,3,mid,2.38,3,9,1,2,1,0,0,0,0,0,0,1,Optimizer,Upgrade,28,26
3067,Lucknow,2,mid,1.8,2,13,2,3,0,0,1,1,0,1,0,0,Protector,Renew,32,36
3068,Coimbatore,2,mid,2.2,3,12,10,1,0,0,0,1,0,0,0,0,Protector,Renew,12,16
3069,Kochi,2,senior,0.69,2,28,3,0,0,0,0,0,0,0,0,0,Protector,Renew,0,6
3070,Nagpur,2,senior,2.62,3,15,3,1,0,0,0,1,0,0,0,0,Protector,Renew,3,6
3071,Hyderabad,1,mid,1.83,3,26,2,1,0,0,0,0,0,0,1,0,Optimizer,Upgrade,0,0
3072,Mumbai,1,mid,3.66,1,7,2,2,0,0,0,1,1,0,0,0,Protector,Renew,29,29
3073,Indore,2,young,1.18,3,20,11,3,0,0,1,0,1,0,1,0,Anxious Saver,Withdraw,25,21
3074,Chandigarh,2,senior,1.92,2,15,19,1,0,0,0,0,0,1,0,0,Optimizer,Renew,19,21
3075,Bhopal,3,young,1.78,1,15,4,1,0,0,0,0,0,1,0,0,Optimizer,Upgrade,12,12
3076,Pune,1,senior,3.82,3,24,9,2,1,0,0,1,0,0,0,0,Protector,Upgrade,30,28
3077,Chennai,1,senior,11.94,4,19,6,2,1,0,0,0,0,1,0,0,Exiter,Withdraw,32,31
3078,Chennai,1,young,10.41,1,9,8,4,1,0,0,1,0,1,1,0,Optimizer,Upgrade,36,35
3079,Vadodara,2,senior,3.2,1,29,8,1,0,0,0,0,0,0,0,1,Protector,Renew,0,0
3080,Ahmedabad,1,mid,3.38,1,25,7,1,0,0,0,1,0,0,0,0,Protector,Renew,0,1
3081,Delhi,1,senior,4.39,1,25,37,2,0,1,0,1,0,0,0,0,Exiter,Churn,40,38
3082,Chandigarh,2,senior,2.44,2,21,13,0,0,0,0,0,0,0,0,0,Protector,Upgrade,0,1
3083,Allahabad,3,mid,1.31,3,8,4,3,1,0,0,0,0,1,0,1,Optimizer,Upgrade,40,38
3084,Agra,3,mid,2.49,4,9,12,0,0,0,0,0,0,0,0,0,Protector,Renew,5,3
3085,Delhi,1,young,4.08,3,8,6,4,1,0,0,1,1,1,0,0,Anxious Saver,Withdraw,54,52
3086,Varanasi,3,mid,1.23,1,14,1,1,0,0,0,0,0,1,0,0,Optimizer,Renew,15,18
3087,Mumbai,1,senior,14.5,1,26,2,1,0,0,0,1,0,0,0,0,Protector,Renew,6,8
3088,Mumbai,1,young,44.68,4,30,3,1,0,0,0,1,0,0,0,0,Protector,Upgrade,7,8
3089,Chandigarh,2,senior,8.24,1,13,25,1,0,0,0,0,0,0,0,1,Protector,Renew,7,9
3090,Surat,3,mid,1.88,1,3,3,3,1,0,1,0,0,0,1,0,Exiter,Withdraw,57,53
3091,Surat,3,mid,1.28,2,5,27,5,1,1,1,1,0,1,0,0,Exiter,Churn,96,96
3092,Kolkata,1,senior,10.96,1,6,49,3,0,1,1,0,0,0,1,0,Exiter,Churn,58,55
3093,Pune,1,mid,1.73,1,18,4,2,0,0,0,1,0,1,0,0,Protector,Renew,10,11
3094,Kochi,2,senior,3.94,1,20,4,2,0,0,0,0,0,1,0,1,Optimizer,Upgrade,5,6
3095,Pune,1,young,4.31,1,27,2,2,0,0,0,1,0,0,0,1,Protector,Renew,7,5
3096,Kolkata,1,senior,9.37,2,29,1,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
3097,Indore,2,senior,5.68,2,3,19,3,1,0,0,1,0,1,0,0,Exiter,Churn,58,56
3098,Chennai,1,young,12.35,3,22,9,3,1,0,0,0,1,1,0,0,Anxious Saver,Withdraw,45,44
3099,Patna,3,senior,2.07,1,8,23,3,1,0,0,1,0,0,1,0,Exiter,Withdraw,36,34
3100,Lucknow,2,young,3.34,3,27,1,4,1,0,0,1,1,0,0,1,Anxious Saver,Withdraw,42,48
3101,Chennai,1,mid,13.1,3,15,2,3,0,0,0,0,1,1,1,0,Optimizer,Renew,11,8
3102,Coimbatore,2,mid,1.72,1,24,5,3,0,0,1,1,0,1,0,0,Protector,Renew,30,27
3103,Kolkata,1,mid,15.55,1,18,27,4,0,1,1,1,0,0,0,1,Exiter,Churn,40,39
3104,Ahmedabad,1,mid,2.67,2,11,25,3,1,0,0,1,0,0,1,0,Exiter,Withdraw,30,28
3105,Trivandrum,3,young,0.45,4,30,4,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
3106,Ahmedabad,1,senior,19.09,4,30,9,0,0,0,0,0,0,0,0,0,Protector,Upgrade,0,0
3107,Pune,1,mid,7.99,2,15,9,1,0,0,0,1,0,0,0,0,Protector,Upgrade,4,3
3108,Chennai,1,young,2.25,2,30,3,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,4,2
3109,Mumbai,1,mid,12.66,2,13,14,1,0,0,0,1,0,0,0,0,Protector,Upgrade,11,7
3110,Allahabad,3,mid,1.33,1,8,48,4,1,1,1,1,0,0,0,0,Exiter,Churn,87,92
3111,Bengaluru,1,mid,6.92,1,26,58,4,0,1,0,1,0,1,1,0,Optimizer,Upgrade,40,42
3112,Jaipur,2,mid,8.5,3,9,4,2,1,0,0,0,1,0,0,0,Anxious Saver,Withdraw,47,50
3113,Ahmedabad,1,mid,5.7,4,3,13,2,1,0,0,0,0,1,0,0,Exiter,Withdraw,57,57
3114,Delhi,1,senior,4.06,1,23,17,1,0,0,0,0,0,0,0,1,Protector,Renew,2,0
3115,Chennai,1,mid,1.37,1,17,6,1,0,0,0,1,0,0,0,0,Protector,Upgrade,3,2
3116,Jaipur,2,mid,0.7,1,16,10,1,0,0,0,1,0,0,0,0,Protector,Upgrade,10,8
3117,Hyderabad,1,mid,5.61,3,14,49,2,0,1,0,0,0,0,1,0,Exiter,Churn,35,35
3118,Lucknow,2,mid,0.87,1,16,8,1,0,0,0,1,0,0,0,0,Protector,Upgrade,0,4
3119,Ahmedabad,1,mid,3.89,1,13,3,1,1,0,0,0,0,0,0,0,Exiter,Churn,33,32
3120,Lucknow,2,mid,1.16,2,15,8,4,1,0,0,1,1,1,0,0,Anxious Saver,Renew,47,44
3121,Kolkata,1,mid,9.55,2,3,1,4,1,0,1,1,0,0,0,1,Exiter,Churn,63,63
3122,Bengaluru,1,senior,2.78,1,13,9,1,0,0,1,0,0,0,0,0,Protector,Renew,27,30
3123,Chandigarh,2,senior,1.17,1,15,1,2,0,0,1,0,1,0,0,0,Anxious Saver,Withdraw,23,20
3124,Surat,3,mid,1.48,1,11,14,2,1,0,0,1,0,0,0,0,Anxious Saver,Withdraw,34,32
3125,Coimbatore,2,mid,2.15,2,8,2,4,0,0,1,1,0,1,0,1,Optimizer,Renew,34,32
3126,Kolkata,1,mid,3.94,1,20,9,2,0,0,0,1,0,0,1,0,Protector,Renew,4,2
3127,Ahmedabad,1,mid,11.32,2,30,2,0,0,0,0,0,0,0,0,0,Protector,Withdraw,0,4
3128,Chennai,1,senior,2.0,1,8,47,4,0,1,0,1,0,1,0,1,Exiter,Churn,55,61
3129,Bengaluru,1,senior,3.58,1,5,31,2,0,0,0,1,0,1,0,0,Exiter,Churn,40,38
3130,Pune,1,senior,8.58,1,10,1,4,1,0,0,1,1,0,0,1,Anxious Saver,Withdraw,37,38
3131,Surat,3,mid,1.44,3,4,7,4,1,0,0,1,0,0,1,1,Optimizer,Withdraw,32,28
3132,Chandigarh,2,senior,1.8,2,25,2,2,1,0,0,1,0,0,0,0,Protector,Renew,30,30
3133,Chennai,1,senior,6.84,1,29,4,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
3134,Ahmedabad,1,mid,5.19,1,27,2,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,16,19
3135,Nagpur,2,senior,1.62,1,23,6,2,0,0,0,1,0,0,1,0,Protector,Renew,3,0
3136,Ahmedabad,1,mid,5.43,3,6,37,3,0,1,0,1,0,1,0,0,Exiter,Withdraw,62,59
3137,Vadodara,2,senior,2.21,2,12,5,2,0,0,0,0,1,1,0,0,Anxious Saver,Renew,22,23
3138,Trivandrum,3,senior,0.93,2,6,45,3,1,1,0,0,0,1,0,0,Exiter,Churn,80,79
3139,Vadodara,2,young,1.47,2,17,14,3,0,0,1,0,0,1,0,1,Optimizer,Renew,22,26
3140,Mumbai,1,mid,4.01,2,18,1,2,1,0,0,0,0,1,0,0,Exiter,Churn,34,29
3141,Kolkata,1,mid,6.38,4,12,12,3,1,0,0,0,1,1,0,0,Anxious Saver,Renew,47,43
